drug,drugbank-id,disease,MeshId
170,DB00434,362,D605844
175,DB00443,362,D605844
182,DB00455,362,D605844
239,DB00557,362,D605844
253,DB00588,362,D605844
268,DB00620,362,D605844
275,DB00635,362,D605844
293,DB00663,362,D605844
319,DB00719,362,D605844
328,DB00741,362,D605844
332,DB00748,362,D605844
335,DB00751,362,D605844
340,DB00759,362,D605844
343,DB00764,362,D605844
346,DB00768,362,D605844
375,DB00835,362,D605844
383,DB00852,362,D605844
390,DB00864,362,D605844
395,DB00873,362,D605844
418,DB00920,362,D605844
433,DB00950,362,D605844
443,DB00967,362,D605844
446,DB00972,362,D605844
501,DB01069,362,D605844
503,DB01071,362,D605844
511,DB01084,362,D605844
521,DB01106,362,D605844
540,DB01146,362,D605844
587,DB01234,362,D605844
595,DB01246,362,D605844
625,DB01410,362,D605844
634,DB01620,362,D605844
650,DB08799,362,D605844
651,DB08800,362,D605844
652,DB08801,362,D605844
653,DB08802,362,D605844
654,DB08803,362,D605844
658,DB08835,362,D605844
661,DB08906,362,D605844
249,DB00583,363,D606054
72,DB00268,364,D606324
105,DB00323,364,D606324
138,DB00376,364,D606324
145,DB00387,364,D606324
148,DB00392,364,D606324
161,DB00413,364,D606324
166,DB00424,364,D606324
205,DB00494,364,D606324
254,DB00589,364,D606324
315,DB00714,364,D606324
455,DB00989,364,D606324
486,DB01037,364,D606324
551,DB01173,364,D606324
559,DB01186,364,D606324
588,DB01235,364,D606324
643,DB05271,364,D606324
75,DB00273,365,D606369
99,DB00313,365,D606369
121,DB00349,365,D606369
238,DB00555,365,D606369
500,DB01068,365,D606369
645,DB06201,365,D606369
19,DB00163,366,D606703
170,DB00434,366,D606703
606,DB01268,367,D606764
659,DB08896,367,D606764
170,DB00434,368,D606798
19,DB00163,369,D606889
142,DB00382,369,D606889
297,DB00674,369,D606889
377,DB00843,369,D606889
455,DB00989,369,D606889
486,DB01037,369,D606889
490,DB01043,369,D606889
72,DB00268,370,D607060
105,DB00323,370,D607060
138,DB00376,370,D607060
145,DB00387,370,D607060
148,DB00392,370,D607060
161,DB00413,370,D607060
166,DB00424,370,D607060
205,DB00494,370,D607060
254,DB00589,370,D607060
315,DB00714,370,D607060
455,DB00989,370,D607060
486,DB01037,370,D607060
551,DB01173,370,D607060
559,DB01186,370,D607060
588,DB01235,370,D607060
643,DB05271,370,D607060
84,DB00283,371,D607154
117,DB00341,371,D607154
118,DB00342,371,D607154
150,DB00394,371,D607154
157,DB00405,371,D607154
167,DB00427,371,D607154
170,DB00434,371,D607154
182,DB00455,371,D607154
253,DB00588,371,D607154
268,DB00620,371,D607154
275,DB00635,371,D607154
319,DB00719,371,D607154
332,DB00748,371,D607154
343,DB00764,371,D607154
375,DB00835,371,D607154
383,DB00852,371,D607154
395,DB00873,371,D607154
433,DB00950,371,D607154
443,DB00967,371,D607154
446,DB00972,371,D607154
503,DB01071,371,D607154
521,DB01106,371,D607154
524,DB01114,371,D607154
540,DB01146,371,D607154
578,DB01222,371,D607154
589,DB01237,371,D607154
625,DB01410,371,D607154
634,DB01620,371,D607154
651,DB08800,371,D607154
652,DB08801,371,D607154
661,DB08906,371,D607154
39,DB00200,372,D607202
387,DB00860,372,D607202
29,DB00181,373,D607225
576,DB01219,373,D607225
498,DB01065,374,D607373
347,DB00770,375,D607411
493,DB01050,375,D607411
5,DB00122,376,D607459
109,DB00328,376,D607459
199,DB00482,376,D607459
208,DB00500,376,D607459
237,DB00554,376,D607459
247,DB00573,376,D607459
252,DB00586,376,D607459
263,DB00605,376,D607459
314,DB00712,376,D607459
333,DB00749,376,D607459
356,DB00788,376,D607459
367,DB00814,376,D607459
388,DB00861,376,D607459
430,DB00945,376,D607459
457,DB00991,376,D607459
471,DB01009,376,D607459
493,DB01050,376,D607459
500,DB01068,376,D607459
610,DB01296,376,D607459
50,DB00216,377,D607498
24,DB00176,378,D607499
75,DB00273,378,D607499
86,DB00285,378,D607499
193,DB00472,378,D607499
352,DB00780,378,D607499
50,DB00216,379,D607501
103,DB00320,379,D607501
295,DB00669,379,D607501
434,DB00952,379,D607501
435,DB00953,379,D607501
463,DB00998,379,D607501
50,DB00216,380,D607508
50,DB00216,381,D607516
42,DB00204,382,D607554
71,DB00264,382,D607554
97,DB00308,382,D607554
119,DB00343,382,D607554
147,DB00390,382,D607554
201,DB00489,382,D607554
248,DB00575,382,D607554
292,DB00661,382,D607554
301,DB00682,382,D607554
412,DB00908,382,D607554
485,DB01035,382,D607554
530,DB01125,382,D607554
535,DB01136,382,D607554
557,DB01182,382,D607554
565,DB01195,382,D607554
163,DB00419,383,D607616
163,DB00419,384,D607625
351,DB00776,385,D607628
358,DB00794,385,D607628
413,DB00909,385,D607628
461,DB00996,385,D607628
569,DB01202,385,D607628
351,DB00776,386,D607631
358,DB00794,386,D607631
413,DB00909,386,D607631
461,DB00996,386,D607631
569,DB01202,386,D607631
351,DB00776,387,D607681
358,DB00794,387,D607681
413,DB00909,387,D607681
461,DB00996,387,D607681
569,DB01202,387,D607681
351,DB00776,388,D607682
358,DB00794,388,D607682
413,DB00909,388,D607682
461,DB00996,388,D607682
569,DB01202,388,D607682
267,DB00619,389,D607685
72,DB00268,390,D607688
105,DB00323,390,D607688
138,DB00376,390,D607688
145,DB00387,390,D607688
148,DB00392,390,D607688
161,DB00413,390,D607688
166,DB00424,390,D607688
205,DB00494,390,D607688
254,DB00589,390,D607688
315,DB00714,390,D607688
455,DB00989,390,D607688
486,DB01037,390,D607688
551,DB01173,390,D607688
559,DB01186,390,D607688
588,DB01235,390,D607688
643,DB05271,390,D607688
19,DB00163,391,D607822
142,DB00382,391,D607822
297,DB00674,391,D607822
377,DB00843,391,D607822
455,DB00989,391,D607822
486,DB01037,391,D607822
490,DB01043,391,D607822
5,DB00122,392,D607850
11,DB00141,392,D607850
36,DB00193,392,D607850
109,DB00328,392,D607850
186,DB00461,392,D607850
190,DB00469,392,D607850
199,DB00482,392,D607850
208,DB00500,392,D607850
237,DB00554,392,D607850
247,DB00573,392,D607850
252,DB00586,392,D607850
263,DB00605,392,D607850
314,DB00712,392,D607850
333,DB00749,392,D607850
354,DB00784,392,D607850
356,DB00788,392,D607850
367,DB00814,392,D607850
388,DB00861,392,D607850
429,DB00939,392,D607850
430,DB00945,392,D607850
457,DB00991,392,D607850
471,DB01009,392,D607850
493,DB01050,392,D607850
500,DB01068,392,D607850
608,DB01283,392,D607850
610,DB01296,392,D607850
621,DB01399,392,D607850
636,DB01628,392,D607850
163,DB00419,393,D608013
21,DB00167,394,D608033
49,DB00215,394,D608033
169,DB00433,394,D608033
326,DB00734,394,D608033
498,DB01065,395,D608049
101,DB00316,396,D608088
102,DB00318,396,D608088
108,DB00327,396,D608088
146,DB00388,396,D608088
152,DB00397,396,D608088
212,DB00514,396,D608088
383,DB00852,396,D608088
392,DB00868,396,D608088
411,DB00907,396,D608088
436,DB00956,396,D608088
501,DB01069,396,D608088
506,DB01075,396,D608088
628,DB01551,396,D608088
351,DB00776,397,D608105
358,DB00794,397,D608105
413,DB00909,397,D608105
461,DB00996,397,D608105
569,DB01202,397,D608105
552,DB01174,398,D608217
58,DB00236,399,D608232
267,DB00619,399,D608232
470,DB01008,399,D608232
598,DB01254,399,D608232
641,DB04865,399,D608232
642,DB04868,399,D608232
660,DB08901,399,D608232
472,DB01012,400,D608266
55,DB00227,401,D608320
141,DB00381,401,D608320
321,DB00722,401,D608320
350,DB00775,401,D608320
357,DB00790,401,D608320
400,DB00883,401,D608320
479,DB01020,401,D608320
275,DB00635,402,D608437
387,DB00860,402,D608437
430,DB00945,402,D608437
633,DB01611,402,D608437
199,DB00482,403,D608456
42,DB00204,404,D608583
71,DB00264,404,D608583
97,DB00308,404,D608583
119,DB00343,404,D608583
147,DB00390,404,D608583
201,DB00489,404,D608583
292,DB00661,404,D608583
301,DB00682,404,D608583
412,DB00908,404,D608583
485,DB01035,404,D608583
25,DB00177,405,D608622
26,DB00178,405,D608622
32,DB00187,405,D608622
37,DB00195,405,D608622
43,DB00206,405,D608622
48,DB00214,405,D608622
54,DB00226,405,D608622
71,DB00264,405,D608622
73,DB00270,405,D608622
76,DB00275,405,D608622
98,DB00310,405,D608622
107,DB00325,405,D608622
119,DB00343,405,D608622
122,DB00350,405,D608622
136,DB00373,405,D608622
141,DB00381,405,D608622
155,DB00401,405,D608622
164,DB00421,405,D608622
171,DB00436,405,D608622
183,DB00457,405,D608622
204,DB00492,405,D608622
214,DB00519,405,D608622
215,DB00521,405,D608622
217,DB00524,405,D608622
228,DB00542,405,D608622
245,DB00571,405,D608622
248,DB00575,405,D608622
250,DB00584,405,D608622
255,DB00590,405,D608622
258,DB00594,405,D608622
260,DB00598,405,D608622
269,DB00622,405,D608622
290,DB00657,405,D608622
292,DB00661,405,D608622
299,DB00678,405,D608622
304,DB00691,405,D608622
305,DB00692,405,D608622
307,DB00695,405,D608622
321,DB00722,405,D608622
360,DB00796,405,D608622
361,DB00800,405,D608622
364,DB00808,405,D608622
396,DB00876,405,D608622
397,DB00880,405,D608622
398,DB00881,405,D608622
402,DB00887,405,D608622
407,DB00903,405,D608622
440,DB00960,405,D608622
442,DB00966,405,D608622
444,DB00968,405,D608622
464,DB00999,405,D608622
477,DB01018,405,D608622
480,DB01023,405,D608622
482,DB01029,405,D608622
514,DB01088,405,D608622
525,DB01115,405,D608622
535,DB01136,405,D608622
546,DB01162,405,D608622
550,DB01170,405,D608622
561,DB01189,405,D608622
563,DB01193,405,D608622
567,DB01197,405,D608622
570,DB01203,405,D608622
594,DB01244,405,D608622
600,DB01258,405,D608622
607,DB01275,405,D608622
615,DB01359,405,D608622
640,DB04861,405,D608622
498,DB01065,406,D608636
185,DB00460,407,D608895
310,DB00699,407,D608895
19,DB00163,408,D608907
142,DB00382,408,D608907
297,DB00674,408,D608907
377,DB00843,408,D608907
455,DB00989,408,D608907
486,DB01037,408,D608907
490,DB01043,408,D608907
